<X> <Y> <dY> <dX>
4.174482400000000e-02 4.822105319999997e-02 7.018665391754710e-02 1.343983300000000e-03
4.290804300000000e-02 4.146835679999988e-02 6.394442080231634e-02 1.343981900000000e-03
4.407125700000000e-02 3.047999880000002e-02 5.606745076423784e-02 1.343983300000000e-03
4.523447500000000e-02 4.533174600000003e-02 5.755287975976454e-02 1.343978900000000e-03
4.639769000000000e-02 4.936487879999994e-02 4.899093790076579e-02 1.343980300000000e-03
4.756090800000000e-02 3.741370320000000e-02 3.895556816187600e-02 1.343981900000000e-03
4.872412200000000e-02 3.555833399999992e-02 3.550767224958731e-02 1.343980300000000e-03
4.988734100000000e-02 3.432000960000002e-02 3.074651131788725e-02 1.343978900000000e-03
5.105055500000000e-02 3.636923040000002e-02 3.011562917989275e-02 1.343980300000000e-03
5.221377300000000e-02 3.529171919999999e-02 2.691706144402429e-02 1.343975900000000e-03
5.337698800000000e-02 3.163798919999998e-02 2.619621967854503e-02 1.343974300000000e-03
5.454020600000000e-02 3.278423639999999e-02 2.567181488054865e-02 1.343972900000000e-03
5.570342000000000e-02 3.239024399999998e-02 2.248720168374421e-02 1.343971200000000e-03
5.686663800000000e-02 3.655499280000001e-02 2.388620797008069e-02 1.343969800000000e-03
5.802985300000000e-02 3.585048600000002e-02 2.229013897126457e-02 1.343968200000000e-03
5.919307100000000e-02 3.351020159999998e-02 2.187020183223348e-02 1.343966700000000e-03
6.035628500000000e-02 3.730332239999997e-02 1.953822148593064e-02 1.343965200000000e-03
6.151950400000000e-02 3.948995159999994e-02 1.712369329053621e-02 1.343960600000000e-03
6.268271800000000e-02 3.563280959999999e-02 1.655760822850806e-02 1.343957600000000e-03
6.384593199999999e-02 3.100456920000002e-02 1.488392428393543e-02 1.343957500000000e-03
6.500915400000000e-02 3.411834960000000e-02 1.449352460309074e-02 1.343954600000000e-03
6.617236899999999e-02 4.439999039999998e-02 1.355270103540136e-02 1.343954600000000e-03
6.733558300000000e-02 4.186927679999999e-02 1.310766256528905e-02 1.343948500000000e-03
6.849879800000000e-02 3.973454160000001e-02 1.345761398314692e-02 1.343957500000000e-03
6.966202000000001e-02 3.986951280000000e-02 1.221835030613937e-02 1.343948500000000e-03
7.082523400000000e-02 3.871444800000001e-02 1.199813198134216e-02 1.343948500000000e-03
7.198844900000000e-02 4.024084199999999e-02 1.175665538807638e-02 1.343945300000000e-03
7.315167000000000e-02 3.805888319999998e-02 1.145755881851924e-02 1.343942400000000e-03
7.431488500000000e-02 3.982621919999998e-02 1.191874222494367e-02 1.343936300000000e-03
7.547809900000001e-02 3.993063480000001e-02 1.091908361211325e-02 1.343936300000000e-03
7.664131400000000e-02 4.175572080000001e-02 1.117638173849097e-02 1.343933200000000e-03
7.780453599999999e-02 4.389629519999999e-02 1.107318193515294e-02 1.343930300000000e-03
7.896775000000000e-02 4.713912960000000e-02 1.092962800980453e-02 1.343930300000000e-03
8.013096500000000e-02 4.836231959999999e-02 1.068837244751088e-02 1.343924100000000e-03
8.129417899999999e-02 4.962896400000000e-02 1.033199137333823e-02 1.343927000000000e-03
8.245740100000000e-02 5.338884720000001e-02 1.060688473762994e-02 1.343924100000000e-03
8.362061500000000e-02 5.448329399999999e-02 1.040351503612086e-02 1.343918000000000e-03
8.478383000000000e-02 5.831223720000000e-02 1.062110749852496e-02 1.343918000000000e-03
8.594704400000000e-02 5.606091840000000e-02 1.045535753373117e-02 1.343914900000000e-03
8.711026600000001e-02 5.862961320000000e-02 9.966459588147382e-03 1.343912000000000e-03
8.827348100000000e-02 6.134410680000001e-02 1.087132807996231e-02 1.343905900000000e-03
8.943669500000000e-02 6.311157120000001e-02 1.028564991137059e-02 1.343912000000000e-03
9.059990900000001e-02 6.457979040000000e-02 1.039632702234137e-02 1.343908700000000e-03
9.176313100000000e-02 6.872926920000003e-02 1.036246679298231e-02 1.343899800000000e-03
9.292634600000001e-02 7.581749880000001e-02 1.084069424669636e-02 1.343899800000000e-03
9.408956000000000e-02 8.256050760000000e-02 1.114527617889197e-02 1.343887600000000e-03
9.525277500000000e-02 8.169161040000002e-02 1.071217876569604e-02 1.343884400000000e-03
9.641599700000000e-02 8.864522999999999e-02 1.105580750541812e-02 1.343881600000000e-03
9.757921100000000e-02 9.790465920000002e-02 1.101827053463122e-02 1.343875400000000e-03
9.874242499999999e-02 1.014850344000000e-01 1.146979533506004e-02 1.343878300000000e-03
9.990564700000000e-02 1.125775104000000e-01 1.181558820382797e-02 1.343875400000000e-03
1.010688600000000e-01 1.242163440000000e-01 1.172596437961542e-02 1.343869400000000e-03
1.022320800000000e-01 1.360584936000000e-01 1.214870876667314e-02 1.343863300000000e-03
1.033952900000000e-01 1.419641688000000e-01 1.246169967242935e-02 1.343866200000000e-03
1.045585100000000e-01 1.548154764000000e-01 1.293099766431085e-02 1.343857300000000e-03
1.057217300000000e-01 1.746362724000000e-01 1.330108088515974e-02 1.343857300000000e-03
1.068849400000000e-01 1.885847892000000e-01 1.429357809241251e-02 1.343857300000000e-03
1.080481600000000e-01 2.025135948000000e-01 1.450108541253866e-02 1.343854000000000e-03
1.092113800000000e-01 2.211115728000000e-01 1.531073167858410e-02 1.343845000000000e-03
1.103745900000000e-01 2.410955568000000e-01 1.584656382546113e-02 1.343845000000000e-03
1.115378100000000e-01 2.661667668000001e-01 1.652678517015397e-02 1.343839000000000e-03
1.127010200000000e-01 2.806264848000000e-01 1.747811992833368e-02 1.343841900000000e-03
1.138642400000000e-01 3.020949636000000e-01 1.807526454558341e-02 1.343832800000000e-03
1.150274600000000e-01 3.167482140000000e-01 1.828613015668444e-02 1.343832800000000e-03
1.161906700000000e-01 3.401109012000000e-01 1.948524161381014e-02 1.343826800000000e-03
1.173538900000000e-01 3.674498256000001e-01 2.003988716458860e-02 1.343823600000000e-03
1.185171100000000e-01 3.977038908000000e-01 2.191530807811879e-02 1.343814700000000e-03
1.196803200000000e-01 4.358862684000001e-01 2.262756541262087e-02 1.343820700000000e-03
1.208435400000000e-01 4.794505259999999e-01 2.390083066408951e-02 1.343814700000000e-03
1.220067500000000e-01 5.570217312000001e-01 2.762804620100130e-02 1.343811400000000e-03
1.231699700000000e-01 7.125146880000000e-01 3.244728640568789e-02 1.343808500000000e-03
1.243331900000000e-01 9.409864752000000e-01 4.241368616911027e-02 1.343802400000000e-03
1.254964000000000e-01 1.424124753600000e+00 5.904475106454443e-02 1.343802400000000e-03
1.266596200000000e-01 2.065635784800000e+00 8.394060582744506e-02 1.343790300000000e-03
1.278228300000000e-01 2.645719296000000e+00 1.096828511367711e-01 1.343796000000000e-03
1.289860600000000e-01 3.258902188800000e+00 1.289271259634574e-01 1.343778100000000e-03
1.301492800000000e-01 2.932921240800000e+00 1.177200957482392e-01 1.343778100000000e-03
1.313124900000000e-01 2.693135832000000e+00 1.037236043455683e-01 1.343778100000000e-03
1.324757000000000e-01 1.882326892800000e+00 7.574329293785119e-02 1.343778100000000e-03
1.336389200000000e-01 1.335317647200000e+00 5.589281542931396e-02 1.343765900000000e-03
1.348021300000000e-01 9.049117272000000e-01 3.838064355324988e-02 1.343778100000000e-03
1.359653500000000e-01 6.323537520000000e-01 2.869714165227250e-02 1.343765900000000e-03
1.371285600000000e-01 5.073677376000000e-01 2.332492560008128e-02 1.343759500000000e-03
1.382917900000000e-01 4.122510780000000e-01 2.011152530545375e-02 1.343753800000000e-03
1.394550100000000e-01 3.576900048000000e-01 1.829575795699430e-02 1.343741500000000e-03
1.406182200000000e-01 3.107285148000000e-01 1.594290022336190e-02 1.343741500000000e-03
1.417814300000000e-01 2.746468380000000e-01 1.535151310083632e-02 1.343741500000000e-03
1.429446500000000e-01 2.554064988000000e-01 1.419578322200838e-02 1.343741500000000e-03
1.441078600000000e-01 2.254893000000001e-01 1.336468851291744e-02 1.343729400000000e-03
1.452710800000000e-01 2.081571324000000e-01 1.245421131352303e-02 1.343729400000000e-03
1.464342900000000e-01 1.888882728000000e-01 1.176121319966545e-02 1.343735100000000e-03
1.475975200000000e-01 1.690228704000000e-01 1.123097711928085e-02 1.343717200000000e-03
1.487607400000000e-01 1.632678396000000e-01 1.072572039422315e-02 1.343717200000000e-03
1.499239500000000e-01 1.468438836000000e-01 1.029417092797864e-02 1.343717200000000e-03
1.510871600000000e-01 1.380822180000000e-01 9.724015064944695e-03 1.343705100000000e-03
1.522503800000000e-01 1.268507472000000e-01 9.643803964472302e-03 1.343692900000000e-03
1.534135900000000e-01 1.193636208000000e-01 9.367006388896320e-03 1.343692900000000e-03
1.545768100000000e-01 1.097577780000000e-01 8.876579391946545e-03 1.343698700000000e-03
1.557400400000000e-01 1.015258584000000e-01 8.693473912553059e-03 1.343680800000000e-03
1.569032500000000e-01 9.897472680000000e-02 8.466347100380944e-03 1.343692900000000e-03
1.580664700000000e-01 9.567313200000001e-02 8.459626582897522e-03 1.343680800000000e-03
1.592296800000000e-01 8.882021520000001e-02 8.163678363365266e-03 1.343680800000000e-03
1.603929000000000e-01 8.617984319999999e-02 7.843497060962906e-03 1.343668600000000e-03
1.615561100000000e-01 8.110655999999998e-02 7.938466801798900e-03 1.343668600000000e-03
1.627193200000000e-01 8.241171600000001e-02 7.748561294791878e-03 1.343656400000000e-03
