<X> <Y> <dY> <dX>
4.174482400000000e-02 6.148420320000000e-02 7.135127131029463e-02 1.343983300000000e-03
4.290804300000000e-02 4.868353679999994e-02 6.456270555640450e-02 1.343981900000000e-03
4.407125700000000e-02 4.890354480000002e-02 5.758029799847802e-02 1.343983300000000e-03
4.523447500000000e-02 6.389648999999999e-02 5.911288779066513e-02 1.343978900000000e-03
4.639769000000000e-02 6.044884679999997e-02 4.973000327602863e-02 1.343980300000000e-03
4.756090800000000e-02 5.529040320000000e-02 4.008153817058819e-02 1.343981900000000e-03
4.872412200000000e-02 3.993334199999993e-02 3.578246228787598e-02 1.343980300000000e-03
4.988734100000000e-02 4.015333560000001e-02 3.107577734257468e-02 1.343978900000000e-03
5.105055500000000e-02 3.538023240000001e-02 3.005959438880117e-02 1.343980300000000e-03
5.221377300000000e-02 4.167221519999997e-02 2.725600114703392e-02 1.343975900000000e-03
5.337698800000000e-02 3.343800720000000e-02 2.629301188229485e-02 1.343974300000000e-03
5.454020600000000e-02 4.691231040000001e-02 2.642952760743279e-02 1.343972900000000e-03
5.570342000000000e-02 5.097562800000002e-02 2.339505419115635e-02 1.343971200000000e-03
5.686663800000000e-02 5.867999280000001e-02 2.498555610764890e-02 1.343969800000000e-03
5.802985300000000e-02 5.623081200000002e-02 2.318343801840833e-02 1.343968200000000e-03
5.919307100000000e-02 5.451020159999997e-02 2.280799772770982e-02 1.343966700000000e-03
6.035628500000000e-02 5.552185439999998e-02 2.035056336481559e-02 1.343965200000000e-03
6.151950400000000e-02 5.088638759999994e-02 1.760625244006821e-02 1.343960600000000e-03
6.268271800000000e-02 5.340566760000002e-02 1.733734710868440e-02 1.343957600000000e-03
6.384593199999999e-02 4.670742119999999e-02 1.553497631929871e-02 1.343957500000000e-03
6.500915400000000e-02 5.172780960000001e-02 1.524523685241950e-02 1.343954600000000e-03
6.617236899999999e-02 5.821005840000000e-02 1.413818827717473e-02 1.343954600000000e-03
6.733558300000000e-02 5.799218880000002e-02 1.379106163995426e-02 1.343948500000000e-03
6.849879800000000e-02 6.357090360000001e-02 1.451417829121018e-02 1.343957500000000e-03
6.966202000000001e-02 7.030267079999999e-02 1.349663058709737e-02 1.343948500000000e-03
