<X> <Y> <dY> <dX>
1.696986300000000e-01 8.358555959999997e-02 7.898679866409315e-03 1.343619900000000e-03
1.708618400000000e-01 8.455163040000002e-02 7.641767689152335e-03 1.343619900000000e-03
1.720250500000000e-01 8.169754799999999e-02 7.754688812323197e-03 1.343619900000000e-03
1.731882700000000e-01 7.953857039999998e-02 7.693078212896319e-03 1.343613500000000e-03
1.743515000000000e-01 7.795723920000001e-02 7.632707685627070e-03 1.343619900000000e-03
1.755147100000000e-01 7.540258319999997e-02 7.510750491588169e-03 1.343595600000000e-03
1.766779300000000e-01 7.499171520000003e-02 7.507859032199984e-03 1.343595600000000e-03
1.778411400000000e-01 7.203597000000002e-02 7.379042426728746e-03 1.343583500000000e-03
1.790043600000000e-01 6.780764400000000e-02 7.223347800114194e-03 1.343583500000000e-03
1.801675700000000e-01 6.792371760000000e-02 7.021774939625939e-03 1.343571200000000e-03
1.813307900000000e-01 6.776618520000001e-02 7.074111676506359e-03 1.343576900000000e-03
1.824940100000000e-01 6.401601960000000e-02 7.142645488320138e-03 1.343571200000000e-03
1.836572300000000e-01 6.428730119999999e-02 7.048296119360843e-03 1.343559000000000e-03
1.848204400000000e-01 6.178875000000000e-02 6.847637868274435e-03 1.343559000000000e-03
1.859836600000000e-01 6.101377799999999e-02 6.881227459386264e-03 1.343546900000000e-03
1.871468700000000e-01 5.800244280000001e-02 6.796374720631529e-03 1.343546900000000e-03
1.883100900000000e-01 5.646646560000002e-02 6.742922215771909e-03 1.343546900000000e-03
1.894733000000000e-01 5.447977199999999e-02 6.651689493130713e-03 1.343546900000000e-03
1.906365200000000e-01 5.458076040000000e-02 6.562508917161067e-03 1.343540500000000e-03
1.917997400000000e-01 5.501389920000000e-02 6.648818359587473e-03 1.343522600000000e-03
1.929629600000000e-01 5.554402680000001e-02 6.487418210000891e-03 1.343522600000000e-03
1.941261700000000e-01 5.111133720000000e-02 6.558589659800001e-03 1.343522600000000e-03
1.952893900000000e-01 5.349545280000000e-02 6.361587544127833e-03 1.343510300000000e-03
1.964526000000000e-01 5.312376480000000e-02 6.273827593459977e-03 1.343510300000000e-03
1.976158200000000e-01 5.368924439999999e-02 6.495918818353073e-03 1.343498200000000e-03
1.987790300000000e-01 5.466067439999999e-02 6.344622030242012e-03 1.343486000000000e-03
1.999422500000000e-01 5.164029959999999e-02 6.234092667333320e-03 1.343479600000000e-03
2.011054800000000e-01 5.174149919999999e-02 6.270561745979435e-03 1.343473900000000e-03
2.022686900000000e-01 4.958363160000000e-02 6.216708417211282e-03 1.343473900000000e-03
2.034319000000000e-01 4.862768880000000e-02 6.274828580647397e-03 1.343461700000000e-03
2.045951200000000e-01 4.730587320000000e-02 5.951848318728047e-03 1.343461700000000e-03
2.057583300000000e-01 4.402506960000001e-02 6.031270151847619e-03 1.343449600000000e-03
2.069215500000000e-01 4.299469439999998e-02 5.986580744015546e-03 1.343449600000000e-03
2.080847600000000e-01 4.272949800000000e-02 5.891235956287761e-03 1.343455300000000e-03
2.092479900000000e-01 4.118524439999999e-02 5.944805270293113e-03 1.343425200000000e-03
2.104112100000000e-01 3.990614159999999e-02 5.751645234144380e-03 1.343437400000000e-03
2.115744200000000e-01 3.851691840000000e-02 5.923479531720757e-03 1.343425200000000e-03
2.127376300000000e-01 4.068021360000001e-02 5.829736274452874e-03 1.343425200000000e-03
2.139008500000000e-01 3.696192479999998e-02 5.843077818387626e-03 1.343413000000000e-03
2.150640600000000e-01 3.715144080000001e-02 5.831456320047049e-03 1.343400900000000e-03
2.162272800000000e-01 4.114197120000000e-02 5.692195068898224e-03 1.343400900000000e-03
2.173904900000000e-01 4.023285720000000e-02 5.771907516862148e-03 1.343394400000000e-03
2.185537200000000e-01 4.150067280000000e-02 5.676181289094234e-03 1.343376600000000e-03
2.197169400000000e-01 4.023980400000000e-02 5.732451912444773e-03 1.343388700000000e-03
2.208801500000000e-01 3.633612360000000e-02 5.667819682466201e-03 1.343364400000000e-03
2.220433700000000e-01 3.665687520000002e-02 5.616965599841926e-03 1.343364400000000e-03
2.232065800000000e-01 3.329869560000000e-02 5.623872296052618e-03 1.343364400000000e-03
2.243697900000000e-01 3.153447239999999e-02 5.448497016546064e-03 1.343352300000000e-03
2.255330100000000e-01 3.316895399999999e-02 5.447453931477819e-03 1.343340000000000e-03
2.266962200000000e-01 3.096803880000000e-02 5.444107277183372e-03 1.343333600000000e-03
2.278594500000000e-01 3.046031400000001e-02 5.458193643912039e-03 1.343327900000000e-03
2.290226700000000e-01 3.173075040000000e-02 5.519017878332217e-03 1.343315700000000e-03
2.301858800000000e-01 3.228968519999999e-02 5.345936793164707e-03 1.343315700000000e-03
2.313491000000000e-01 3.298061040000001e-02 5.370649463895802e-03 1.343315700000000e-03
2.325123100000000e-01 3.429144000000001e-02 5.397489717803083e-03 1.343303500000000e-03
2.336755200000000e-01 3.317522280000001e-02 5.360833823362965e-03 1.343303500000000e-03
2.348387400000000e-01 3.326905679999999e-02 5.360327360795277e-03 1.343291400000000e-03
2.360019500000000e-01 3.240668880000001e-02 5.336662122581607e-03 1.343285000000000e-03
2.371651800000000e-01 3.100537080000001e-02 5.372874670959499e-03 1.343279100000000e-03
2.383284000000000e-01 3.219642599999999e-02 5.229093131327373e-03 1.343267000000000e-03
2.394916100000000e-01 3.313286279999999e-02 5.286065907350720e-03 1.343254800000000e-03
2.406548300000000e-01 3.335279999999999e-02 5.293694398718028e-03 1.343254800000000e-03
2.418180400000000e-01 3.048245760000000e-02 5.256647977135224e-03 1.343242700000000e-03
2.429812600000000e-01 3.144498000000000e-02 5.242511983886619e-03 1.343242700000000e-03
2.441444700000000e-01 2.928320520000000e-02 5.006977154934732e-03 1.343236300000000e-03
2.453077000000000e-01 2.725927920000000e-02 5.126276600182136e-03 1.343218400000000e-03
2.464709100000000e-01 2.610930960000001e-02 4.964027313637497e-03 1.343206200000000e-03
2.476341300000000e-01 2.508802679999999e-02 5.109125200326687e-03 1.343206200000000e-03
2.487973400000000e-01 2.314794480000000e-02 5.020509811986584e-03 1.343206200000000e-03
2.499605600000000e-01 2.570014559999999e-02 4.983198104924784e-03 1.343212000000000e-03
2.511237900000000e-01 2.485821599999999e-02 5.074516444229056e-03 1.343194000000000e-03
2.522870000000000e-01 2.413640760000000e-02 4.941318147236446e-03 1.343169700000000e-03
2.534502100000000e-01 2.509657320000000e-02 4.924144200638845e-03 1.343169700000000e-03
2.546134300000000e-01 2.440145159999999e-02 4.879551553242291e-03 1.343169700000000e-03
2.557766400000000e-01 2.632052519999999e-02 4.879895906383050e-03 1.343145400000000e-03
2.569398600000000e-01 2.654885760000000e-02 5.039293943304872e-03 1.343145400000000e-03
2.581030700000000e-01 2.669255880000001e-02 4.898428820292410e-03 1.343145400000000e-03
2.592662900000000e-01 2.774162879999999e-02 4.828209571554195e-03 1.343145400000000e-03
2.604295000000000e-01 2.775319679999999e-02 4.813406830438095e-03 1.343121100000000e-03
2.615927200000000e-01 2.659740239999999e-02 4.864216128596647e-03 1.343121100000000e-03
2.627559300000000e-01 2.650400400000000e-02 4.890213946278104e-03 1.343121100000000e-03
2.639191400000000e-01 2.644267559999999e-02 4.736414474552323e-03 1.343121100000000e-03
2.650823600000000e-01 2.839134000000000e-02 4.835270789398715e-03 1.343096700000000e-03
2.662455700000000e-01 2.524712880000000e-02 4.767917712672937e-03 1.343083800000000e-03
2.674088200000000e-01 2.569224359999999e-02 4.745260698812438e-03 1.343096700000000e-03
2.685720300000000e-01 2.553869640000001e-02 4.754382745678910e-03 1.343072400000000e-03
2.697352500000000e-01 2.734650480000000e-02 4.734815334018341e-03 1.343048100000000e-03
2.708984600000000e-01 2.737682520000001e-02 4.861949594632075e-03 1.343048100000000e-03
2.720616800000000e-01 2.759999879999999e-02 4.785102312026924e-03 1.343048100000000e-03
2.732248900000000e-01 2.685773880000000e-02 4.756897704428451e-03 1.343023700000000e-03
2.743881000000000e-01 2.672497680000002e-02 4.638409030001077e-03 1.343023700000000e-03
2.755513200000000e-01 2.619285479999999e-02 4.701382234997033e-03 1.343023700000000e-03
2.767145300000000e-01 2.532732240000000e-02 4.690308089522816e-03 1.342999400000000e-03
2.778777500000000e-01 2.585506440000000e-02 4.618538582371179e-03 1.343023700000000e-03
2.790409600000000e-01 2.330633160000001e-02 4.628053410115267e-03 1.342999400000000e-03
2.802041800000000e-01 2.354713560000000e-02 4.581428813919749e-03 1.342975100000000e-03
2.813673900000000e-01 2.488429920000000e-02 4.618951837850332e-03 1.342975100000000e-03
2.825306100000000e-01 2.456988120000001e-02 4.568158341572152e-03 1.342975100000000e-03
2.836938200000000e-01 2.575785120000000e-02 4.456231274307229e-03 1.342975100000000e-03
2.848570300000000e-01 2.276016119999999e-02 4.538124025127498e-03 1.342986500000000e-03
2.860202800000000e-01 2.295861000000000e-02 4.538855243786281e-03 1.342950700000000e-03
2.871834900000000e-01 2.462450640000001e-02 4.515855314361127e-03 1.342950700000000e-03
2.883467100000000e-01 2.368724880000001e-02 4.461846008145409e-03 1.342926400000000e-03
2.895099200000000e-01 2.451042120000000e-02 4.443880011709933e-03 1.342902100000000e-03
2.906731400000000e-01 2.259082439999998e-02 4.453276118931072e-03 1.342926400000000e-03
2.918363500000000e-01 2.418514799999999e-02 4.400916413279384e-03 1.342902100000000e-03
2.929995700000000e-01 2.526726240000001e-02 4.397624448748678e-03 1.342877700000000e-03
2.941627800000000e-01 2.679312120000000e-02 4.417803151618932e-03 1.342902100000000e-03
2.953259900000000e-01 2.343353280000000e-02 4.384870057485397e-03 1.342877700000000e-03
2.964892100000000e-01 2.417076600000000e-02 4.424059108527240e-03 1.342877700000000e-03
2.976524200000000e-01 2.514322080000000e-02 4.420777917108840e-03 1.342853400000000e-03
2.988156400000000e-01 2.238522120000001e-02 4.380288496773021e-03 1.342853400000000e-03
2.999788500000000e-01 2.388366359999999e-02 4.354762497023213e-03 1.342853400000000e-03
3.011420700000000e-01 2.457982920000001e-02 4.401270144260771e-03 1.342829100000000e-03
3.023052800000000e-01 2.400147240000000e-02 4.313931602610995e-03 1.342840500000000e-03
3.034685300000000e-01 2.414954520000001e-02 4.349465029507094e-03 1.342829100000000e-03
3.046317400000000e-01 2.327300880000000e-02 4.265968328125475e-03 1.342804800000000e-03
3.057949500000000e-01 2.230030440000000e-02 4.246600881510207e-03 1.342804800000000e-03
3.069581700000000e-01 2.166103080000000e-02 4.306623841987730e-03 1.342780400000000e-03
3.081213800000000e-01 2.320546920000000e-02 4.192561096262376e-03 1.342780400000000e-03
3.092846000000000e-01 2.359531440000001e-02 4.250627794248039e-03 1.342780400000000e-03
3.104478100000000e-01 2.214809519999998e-02 4.230029194928016e-03 1.342756100000000e-03
3.116110300000000e-01 2.121430679999998e-02 4.278612315241163e-03 1.342731800000000e-03
3.127742400000000e-01 2.035452720000001e-02 4.230210640878464e-03 1.342731800000000e-03
3.139374600000000e-01 2.163322920000001e-02 4.208827798186986e-03 1.342731800000000e-03
3.151006700000000e-01 2.159779080000001e-02 4.310830889263239e-03 1.342731800000000e-03
3.162638800000000e-01 2.009528640000001e-02 4.204623676270925e-03 1.342707400000000e-03
3.174271000000000e-01 2.115730200000000e-02 4.184089829673112e-03 1.342707400000000e-03
3.185903100000000e-01 2.083971960000001e-02 4.206763216679199e-03 1.342707400000000e-03
3.197535300000000e-01 2.223468000000000e-02 4.187016402240568e-03 1.342683100000000e-03
3.209167400000000e-01 2.495239079999999e-02 4.253716351666832e-03 1.342694600000000e-03
3.220799900000000e-01 2.247069480000000e-02 4.165439507218515e-03 1.342658800000000e-03
3.232432000000000e-01 2.231876160000000e-02 4.102668608294100e-03 1.342658800000000e-03
3.244064200000000e-01 1.944225479999999e-02 4.180531858719027e-03 1.342634400000000e-03
3.255696300000000e-01 2.149207919999999e-02 4.105452829643122e-03 1.342634400000000e-03
3.267328400000000e-01 2.199882119999999e-02 4.178848034362022e-03 1.342634400000000e-03
3.278960600000000e-01 2.385543360000001e-02 4.082071292475975e-03 1.342610100000000e-03
3.290592700000000e-01 2.355413759999999e-02 4.079809395697636e-03 1.342610100000000e-03
3.302224900000000e-01 2.250572760000000e-02 4.097082580865692e-03 1.342585800000000e-03
3.313857000000000e-01 2.249882400000001e-02 4.012591998227942e-03 1.342585800000000e-03
3.325489200000000e-01 2.138219159999999e-02 4.007885202264541e-03 1.342561400000000e-03
3.337121300000000e-01 2.281047360000000e-02 3.980005802433257e-03 1.342561400000000e-03
3.348753500000000e-01 2.223756720000000e-02 4.092359339163153e-03 1.342561400000000e-03
3.360385600000000e-01 2.091272040000000e-02 4.066390783214201e-03 1.342537100000000e-03
3.372017700000000e-01 2.140097520000001e-02 3.963463657322068e-03 1.342537100000000e-03
3.383649900000000e-01 2.424907200000001e-02 4.052999444166724e-03 1.342524300000000e-03
3.395282300000000e-01 2.169777000000001e-02 3.961577126726129e-03 1.342512800000000e-03
3.406914500000000e-01 2.182049520000000e-02 4.042515103068322e-03 1.342512800000000e-03
3.418546600000000e-01 2.102248920000000e-02 3.960969258724191e-03 1.342488500000000e-03
3.430178800000000e-01 2.250538800000000e-02 3.953733514845428e-03 1.342488500000000e-03
3.441810900000000e-01 2.149359360000000e-02 3.987423055056977e-03 1.342464100000000e-03
3.453443100000000e-01 2.269813080000000e-02 3.881083289338810e-03 1.342464100000000e-03
3.465075200000000e-01 2.214370319999999e-02 3.932071618960891e-03 1.342439800000000e-03
3.476707300000000e-01 2.123517960000000e-02 3.849023378315672e-03 1.342439800000000e-03
3.488339500000000e-01 2.237628120000001e-02 3.881916773565929e-03 1.342415500000000e-03
3.499971600000000e-01 2.106236520000000e-02 3.843345729842007e-03 1.342415500000000e-03
3.511603800000000e-01 2.010198720000000e-02 3.897815383464750e-03 1.342391100000000e-03
3.523235900000000e-01 2.348100719999999e-02 3.836972628686892e-03 1.342415500000000e-03
3.534868100000000e-01 2.532893160000000e-02 3.808911253698234e-03 1.342391100000000e-03
3.546500200000000e-01 2.607396240000000e-02 3.903396475385753e-03 1.342366800000000e-03
3.558132400000000e-01 2.457605039999999e-02 3.845337824622033e-03 1.342378300000000e-03
3.569764800000000e-01 2.460317039999999e-02 3.853938606912384e-03 1.342366800000000e-03
3.581396900000000e-01 2.385855960000000e-02 3.841199307807188e-03 1.342342500000000e-03
3.593029100000000e-01 2.093016839999999e-02 3.761718595503985e-03 1.342342500000000e-03
3.604661200000000e-01 1.992511320000001e-02 3.840647574979716e-03 1.342318100000000e-03
3.616293400000000e-01 2.212043760000000e-02 3.761515554463962e-03 1.342318100000000e-03
3.627925500000000e-01 2.334801960000000e-02 3.811159718638138e-03 1.342293800000000e-03
3.639557700000000e-01 2.201281560000000e-02 3.786992988362515e-03 1.342293800000000e-03
3.651189800000000e-01 2.342417880000000e-02 3.760753664109312e-03 1.342293800000000e-03
3.662821900000000e-01 2.233152599999999e-02 3.776034900859109e-03 1.342269500000000e-03
3.674454100000000e-01 2.178676920000000e-02 3.647869230994486e-03 1.342269500000000e-03
3.686086200000000e-01 2.300664120000000e-02 3.772162120927942e-03 1.342245100000000e-03
3.697718400000000e-01 2.345565000000000e-02 3.729441989655271e-03 1.342245100000000e-03
3.709350500000000e-01 2.299999679999998e-02 3.730741598208689e-03 1.342245100000000e-03
3.720982700000000e-01 2.351325960000001e-02 3.706539205534564e-03 1.342196500000000e-03
3.732614800000000e-01 2.270343599999999e-02 3.612806489510004e-03 1.342245100000000e-03
3.744247000000000e-01 2.071415520000000e-02 3.688110648073798e-03 1.342232300000000e-03
3.755879400000000e-01 2.109516840000001e-02 3.617167605566192e-03 1.342220800000000e-03
3.767511500000000e-01 2.343781320000001e-02 3.636588891378316e-03 1.342220800000000e-03
3.779143700000000e-01 2.325022559999999e-02 3.664397132589441e-03 1.342196500000000e-03
3.790775800000000e-01 2.357752680000000e-02 3.658130560239404e-03 1.342172200000000e-03
3.802408000000000e-01 2.349454800000000e-02 3.666523890269419e-03 1.342172200000000e-03
3.814040100000000e-01 2.434635720000001e-02 3.563566340991520e-03 1.342172200000000e-03
3.825672300000000e-01 2.443754400000000e-02 3.636732663925581e-03 1.342147900000000e-03
3.837304400000000e-01 2.189717639999999e-02 3.661013887905775e-03 1.342123600000000e-03
3.848936600000000e-01 2.397402720000000e-02 3.611341746280732e-03 1.342123600000000e-03
3.860568700000000e-01 2.222407080000000e-02 3.637784958715064e-03 1.342099300000000e-03
3.872200800000000e-01 2.308485240000000e-02 3.547817416167990e-03 1.342099300000000e-03
3.883833000000000e-01 2.063941560000000e-02 3.571841941356852e-03 1.342099300000000e-03
3.895465100000000e-01 2.095946280000001e-02 3.559360444973768e-03 1.342074900000000e-03
3.907097300000000e-01 2.372059800000000e-02 3.564007761586451e-03 1.342050600000000e-03
3.918729400000000e-01 2.357412480000000e-02 3.549333436029131e-03 1.342086400000000e-03
3.930361900000000e-01 2.279034599999999e-02 3.486947307673536e-03 1.342050600000000e-03
3.941994000000000e-01 2.247976920000000e-02 3.514558642364283e-03 1.342026300000000e-03
3.953626200000000e-01 2.260038000000000e-02 3.469875284086692e-03 1.342026300000000e-03
3.965258300000000e-01 2.180625600000000e-02 3.422934565579034e-03 1.342002000000000e-03
3.976890400000000e-01 2.216774160000000e-02 3.481529907970808e-03 1.342002000000000e-03
3.988522600000000e-01 2.199790920000000e-02 3.490765669061107e-03 1.341977600000000e-03
4.000154700000000e-01 2.404278360000000e-02 3.500280682897916e-03 1.341977600000000e-03
4.011786900000000e-01 2.509656960000000e-02 3.416899107207735e-03 1.341977600000000e-03
4.023419000000000e-01 2.380605000000000e-02 3.491948123062146e-03 1.341953300000000e-03
4.035051200000000e-01 2.482663440000000e-02 3.444205280955126e-03 1.341953300000000e-03
4.046683300000000e-01 2.568451679999999e-02 3.488590853445501e-03 1.341929000000000e-03
4.058315500000000e-01 2.504559720000001e-02 3.437547630659532e-03 1.341929000000000e-03
4.069947600000000e-01 2.466886320000000e-02 3.445613925555458e-03 1.341904600000000e-03
4.081579700000000e-01 2.517610920000001e-02 3.465697776917174e-03 1.341904600000000e-03
4.093211900000000e-01 2.640380879999999e-02 3.391922505917046e-03 1.341891800000000e-03
