<X> <Y> <dY> <dX>
4.174482400000000e-02 5.619474720000003e-02 7.088681974027941e-02 1.343983300000000e-03
4.290804300000000e-02 3.622783079999992e-02 6.350065527031225e-02 1.343981900000000e-03
4.407125700000000e-02 2.342119080000002e-02 5.549600725051804e-02 1.343983300000000e-03
4.523447500000000e-02 3.340235999999999e-02 5.656853612499877e-02 1.343978900000000e-03
4.639769000000000e-02 2.724276479999999e-02 4.754221087859644e-02 1.343980300000000e-03
4.756090800000000e-02 4.008493320000001e-02 3.912216595369743e-02 1.343981900000000e-03
4.872412200000000e-02 2.722499999999992e-02 3.498475024504515e-02 1.343980300000000e-03
4.988734100000000e-02 2.268667560000000e-02 3.009815669736127e-02 1.343978900000000e-03
5.105055500000000e-02 1.408350840000003e-02 2.888627536652094e-02 1.343980300000000e-03
5.221377300000000e-02 1.208196119999998e-02 2.571120452590013e-02 1.343975900000000e-03
5.337698800000000e-02 1.363798919999998e-02 2.525080644333884e-02 1.343974300000000e-03
5.454020600000000e-02 2.084335439999998e-02 2.504355186635348e-02 1.343972900000000e-03
5.570342000000000e-02 2.278050000000002e-02 2.202563517167196e-02 1.343971200000000e-03
5.686663800000000e-02 2.095500480000001e-02 2.312737484165630e-02 1.343969800000000e-03
5.802985300000000e-02 2.204065200000001e-02 2.169778830655244e-02 1.343968200000000e-03
5.919307100000000e-02 2.016325559999997e-02 2.128818923310814e-02 1.343966700000000e-03
6.035628500000000e-02 1.882649040000000e-02 1.873845823889787e-02 1.343965200000000e-03
6.151950400000000e-02 1.848995159999994e-02 1.626008113338623e-02 1.343960600000000e-03
6.268271800000000e-02 2.501450160000000e-02 1.610398999167874e-02 1.343957600000000e-03
6.384593199999999e-02 2.265598920000002e-02 1.454586917567700e-02 1.343957500000000e-03
6.500915400000000e-02 2.289941159999998e-02 1.402789498784641e-02 1.343954600000000e-03
6.617236899999999e-02 2.547820440000000e-02 1.277589977970244e-02 1.343954600000000e-03
6.733558300000000e-02 2.390279280000002e-02 1.237149149008035e-02 1.343948500000000e-03
6.849879800000000e-02 1.833454560000000e-02 1.255121478261900e-02 1.343957500000000e-03
6.966202000000001e-02 2.233475880000000e-02 1.151578362544854e-02 1.343948500000000e-03
7.082523400000000e-02 1.700856600000000e-02 1.113426747537342e-02 1.343948500000000e-03
7.198844900000000e-02 1.756021800000000e-02 1.086048069017939e-02 1.343945300000000e-03
7.315167000000000e-02 1.545988919999998e-02 1.058286725660411e-02 1.343942400000000e-03
7.431488500000000e-02 1.359672120000000e-02 1.086514872987901e-02 1.343936300000000e-03
7.547809900000001e-02 1.219666680000001e-02 9.881241815721139e-03 1.343936300000000e-03
7.664131400000000e-02 1.236640080000002e-02 1.003345854613783e-02 1.343933200000000e-03
7.780453599999999e-02 1.389629519999999e-02 9.918538387345546e-03 1.343930300000000e-03
7.896775000000000e-02 1.540000559999999e-02 9.713157722850285e-03 1.343930300000000e-03
8.013096500000000e-02 1.957970759999999e-02 9.574888237950477e-03 1.343924100000000e-03
8.129417899999999e-02 1.973755800000000e-02 9.210602353061512e-03 1.343927000000000e-03
8.245740100000000e-02 1.641208920000000e-02 9.200183257814364e-03 1.343924100000000e-03
8.362061500000000e-02 1.945812599999999e-02 9.073061653596245e-03 1.343918000000000e-03
8.478383000000000e-02 2.121755520000000e-02 9.196882607581893e-03 1.343918000000000e-03
8.594704400000000e-02 1.908078840000000e-02 9.076667451431019e-03 1.343914900000000e-03
8.711026600000001e-02 1.576551720000000e-02 8.434760560466027e-03 1.343912000000000e-03
8.827348100000000e-02 1.633718280000002e-02 9.150512032752493e-03 1.343905900000000e-03
8.943669500000000e-02 2.049173520000000e-02 8.733243333545082e-03 1.343912000000000e-03
9.059990900000001e-02 1.635711240000001e-02 8.649056943264954e-03 1.343908700000000e-03
9.176313100000000e-02 2.113171320000001e-02 8.631253412350244e-03 1.343899800000000e-03
9.292634600000001e-02 2.214250080000001e-02 8.850498164077699e-03 1.343899800000000e-03
9.408956000000000e-02 1.831260959999998e-02 8.748705207100508e-03 1.343887600000000e-03
9.525277500000000e-02 1.903511640000001e-02 8.488443468766097e-03 1.343884400000000e-03
9.641599700000000e-02 2.235952800000000e-02 8.630212125350433e-03 1.343881600000000e-03
