<X> <Y> <dY> <dX>
4.174482400000000e-02 4.916844119999999e-02 7.027111804156139e-02 1.343983300000000e-03
4.290804300000000e-02 3.387341279999991e-02 6.330300394213663e-02 1.343981900000000e-03
4.407125700000000e-02 2.208001080000004e-02 5.538733272453521e-02 1.343983300000000e-03
4.523447500000000e-02 4.392000599999999e-02 5.744450747599546e-02 1.343978900000000e-03
4.639769000000000e-02 4.689162480000000e-02 4.882845036505611e-02 1.343980300000000e-03
4.756090800000000e-02 3.523561320000002e-02 3.881896798442765e-02 1.343981900000000e-03
4.872412200000000e-02 3.955834199999993e-02 3.576020855416784e-02 1.343980300000000e-03
4.988734100000000e-02 3.238666560000003e-02 3.063790128945681e-02 1.343978900000000e-03
5.105055500000000e-02 2.773187040000002e-02 2.963292018667207e-02 1.343980300000000e-03
5.221377300000000e-02 2.952586919999996e-02 2.661307177168105e-02 1.343975900000000e-03
5.337698800000000e-02 3.157799520000002e-02 2.619334237498566e-02 1.343974300000000e-03
5.454020600000000e-02 4.244925240000002e-02 2.618853884743141e-02 1.343972900000000e-03
5.570342000000000e-02 4.660975200000002e-02 2.318065735072079e-02 1.343971200000000e-03
5.686663800000000e-02 4.420500480000001e-02 2.426339580043083e-02 1.343969800000000e-03
5.802985300000000e-02 5.117508600000001e-02 2.295984260905415e-02 1.343968200000000e-03
5.919307100000000e-02 4.289795159999997e-02 2.228529352192918e-02 1.343966700000000e-03
6.035628500000000e-02 4.211126040000000e-02 1.975044781132366e-02 1.343965200000000e-03
6.151950400000000e-02 4.344852959999993e-02 1.729082505655995e-02 1.343960600000000e-03
6.268271800000000e-02 4.312806960000002e-02 1.688404715145125e-02 1.343957600000000e-03
6.384593199999999e-02 4.675884720000001e-02 1.553716671507828e-02 1.343957500000000e-03
6.500915400000000e-02 5.117750760000000e-02 1.522150750394187e-02 1.343954600000000e-03
6.617236899999999e-02 6.263463839999998e-02 1.432855006579229e-02 1.343954600000000e-03
6.733558300000000e-02 6.119330879999999e-02 1.392899640903293e-02 1.343948500000000e-03
6.849879800000000e-02 6.160727760000002e-02 1.442543193602830e-02 1.343957500000000e-03
6.966202000000001e-02 6.470374079999999e-02 1.325667342517668e-02 1.343948500000000e-03
7.082523400000000e-02 6.908343000000003e-02 1.327317792107738e-02 1.343948500000000e-03
7.198844900000000e-02 6.879581400000001e-02 1.294616141346317e-02 1.343945300000000e-03
7.315167000000000e-02 6.610963319999999e-02 1.260335741001177e-02 1.343942400000000e-03
7.431488500000000e-02 6.925246319999999e-02 1.317226489294492e-02 1.343936300000000e-03
7.547809900000001e-02 8.175962880000000e-02 1.259948633082242e-02 1.343936300000000e-03
7.664131400000000e-02 8.809160280000000e-02 1.311974584793968e-02 1.343933200000000e-03
7.780453599999999e-02 9.377776920000000e-02 1.314632962492787e-02 1.343930300000000e-03
7.896775000000000e-02 1.005884196000000e-01 1.314627751950410e-02 1.343930300000000e-03
8.013096500000000e-02 1.109420316000000e-01 1.331179123397812e-02 1.343924100000000e-03
8.129417899999999e-02 1.159004640000000e-01 1.303257873917293e-02 1.343927000000000e-03
8.245740100000000e-02 1.271190672000000e-01 1.368122471087189e-02 1.343924100000000e-03
8.362061500000000e-02 1.412979480000000e-01 1.402965314097514e-02 1.343918000000000e-03
8.478383000000000e-02 1.514993052000000e-01 1.455826743100849e-02 1.343918000000000e-03
8.594704400000000e-02 1.617032964000000e-01 1.482304455522233e-02 1.343914900000000e-03
8.711026600000001e-02 1.756722072000000e-01 1.464536520119891e-02 1.343912000000000e-03
8.827348100000000e-02 1.915565868000000e-01 1.645986397194026e-02 1.343905900000000e-03
8.943669500000000e-02 2.103843072000000e-01 1.630804774474640e-02 1.343912000000000e-03
9.059990900000001e-02 2.319117504000000e-01 1.727375234701247e-02 1.343908700000000e-03
9.176313100000000e-02 2.549487912000000e-01 1.802964691429938e-02 1.343899800000000e-03
9.292634600000001e-02 2.799049788000000e-01 1.941179697693481e-02 1.343899800000000e-03
9.408956000000000e-02 3.041319276000000e-01 2.055559095384361e-02 1.343887600000000e-03
9.525277500000000e-02 3.424740564000000e-01 2.131544261029426e-02 1.343884400000000e-03
9.641599700000000e-02 3.825143100000000e-01 2.334889665582459e-02 1.343881600000000e-03
9.757921100000000e-02 4.254511572000000e-01 2.468883696288303e-02 1.343875400000000e-03
9.874242499999999e-02 4.692212364000001e-01 2.698457797881037e-02 1.343878300000000e-03
9.990564700000000e-02 5.351218943999999e-01 2.980321954405225e-02 1.343875400000000e-03
1.010688600000000e-01 5.911056480000000e-01 3.089406251874152e-02 1.343869400000000e-03
1.022320800000000e-01 6.690384216000000e-01 3.423935211385447e-02 1.343863300000000e-03
1.033952900000000e-01 7.497740568000000e-01 3.773573604080194e-02 1.343866200000000e-03
1.045585100000000e-01 8.280087743999999e-01 4.114339738699797e-02 1.343857300000000e-03
1.057217300000000e-01 9.111232584000000e-01 4.329167241478007e-02 1.343857300000000e-03
1.068849400000000e-01 9.969817752000001e-01 4.851708330141834e-02 1.343857300000000e-03
1.080481600000000e-01 1.084733068800000e+00 5.075104874976747e-02 1.343854000000000e-03
1.092113800000000e-01 1.150732588800000e+00 5.370967611804594e-02 1.343845000000000e-03
1.103745900000000e-01 1.209829360800000e+00 5.537462363020833e-02 1.343845000000000e-03
1.115378100000000e-01 1.260492376800000e+00 5.662173515836720e-02 1.343839000000000e-03
1.127010200000000e-01 1.297145656800000e+00 5.949771306833812e-02 1.343841900000000e-03
1.138642400000000e-01 1.302731265600000e+00 5.875283532172379e-02 1.343832800000000e-03
1.150274600000000e-01 1.292869620000000e+00 5.693229525029337e-02 1.343832800000000e-03
1.161906700000000e-01 1.260704935200000e+00 5.654666140543677e-02 1.343826800000000e-03
1.173538900000000e-01 1.218257421600000e+00 5.353936151103156e-02 1.343823600000000e-03
1.185171100000000e-01 1.165774744800000e+00 5.319907484419954e-02 1.343814700000000e-03
1.196803200000000e-01 1.100113778400000e+00 4.881965183970580e-02 1.343820700000000e-03
1.208435400000000e-01 1.033095300000000e+00 4.540246928925786e-02 1.343814700000000e-03
1.220067500000000e-01 9.627170111999999e-01 4.385341331010788e-02 1.343811400000000e-03
1.231699700000000e-01 8.951269079999999e-01 3.945423241597996e-02 1.343808500000000e-03
1.243331900000000e-01 8.164747152000000e-01 3.752652922710025e-02 1.343802400000000e-03
1.254964000000000e-01 7.480058136000000e-01 3.341036883368100e-02 1.343802400000000e-03
1.266596200000000e-01 6.789564648000000e-01 3.093696571659789e-02 1.343790300000000e-03
1.278228300000000e-01 6.229469160000001e-01 2.974451420451385e-02 1.343796000000000e-03
1.289860600000000e-01 5.756917488000001e-01 2.694673870936282e-02 1.343778100000000e-03
1.301492800000000e-01 5.305408608000001e-01 2.536714036568699e-02 1.343778100000000e-03
1.313124900000000e-01 4.891711920000000e-01 2.274594647990021e-02 1.343778100000000e-03
1.324757000000000e-01 4.465182888000001e-01 2.175254660029135e-02 1.343778100000000e-03
1.336389200000000e-01 4.138676352000000e-01 2.082919800241374e-02 1.343765900000000e-03
1.348021300000000e-01 3.792616812000000e-01 1.903263750178712e-02 1.343778100000000e-03
1.359653500000000e-01 3.599279940000000e-01 1.858471852960445e-02 1.343765900000000e-03
1.371285600000000e-01 3.352306235999999e-01 1.715924702136768e-02 1.343759500000000e-03
1.382917900000000e-01 3.084461640000000e-01 1.637614506991660e-02 1.343753800000000e-03
1.394550100000000e-01 2.883399948000001e-01 1.580133862583348e-02 1.343741500000000e-03
1.406182200000000e-01 2.720860308000000e-01 1.460775882880397e-02 1.343741500000000e-03
1.417814300000000e-01 2.511012600000000e-01 1.451168817439143e-02 1.343741500000000e-03
1.429446500000000e-01 2.337706188000000e-01 1.345671538137734e-02 1.343741500000000e-03
1.441078600000000e-01 2.204839500000000e-01 1.319467756638626e-02 1.343729400000000e-03
1.452710800000000e-01 2.057464344000000e-01 1.237552420284447e-02 1.343729400000000e-03
1.464342900000000e-01 1.923168348000000e-01 1.187765899501745e-02 1.343735100000000e-03
1.475975200000000e-01 1.863606264000000e-01 1.182165241408213e-02 1.343717200000000e-03
1.487607400000000e-01 1.794361896000000e-01 1.125943738206031e-02 1.343717200000000e-03
1.499239500000000e-01 1.670556156000000e-01 1.096048092426956e-02 1.343717200000000e-03
1.510871600000000e-01 1.607408580000000e-01 1.044530042199338e-02 1.343705100000000e-03
1.522503800000000e-01 1.514179152000000e-01 1.043247944651233e-02 1.343692900000000e-03
1.534135900000000e-01 1.467499968000000e-01 1.025055361587327e-02 1.343692900000000e-03
1.545768100000000e-01 1.422480540000000e-01 9.898633384595144e-03 1.343698700000000e-03
1.557400400000000e-01 1.348478064000000e-01 9.736547154446638e-03 1.343680800000000e-03
1.569032500000000e-01 1.289819568000000e-01 9.397610031587983e-03 1.343692900000000e-03
1.580664700000000e-01 1.216166820000000e-01 9.268622380952097e-03 1.343680800000000e-03
1.592296800000000e-01 1.160765412000000e-01 9.000344648887449e-03 1.343680800000000e-03
1.603929000000000e-01 1.133463072000000e-01 8.650114145142085e-03 1.343668600000000e-03
1.615561100000000e-01 1.065010680000000e-01 8.706499846089658e-03 1.343668600000000e-03
1.627193200000000e-01 1.041727200000000e-01 8.388380246446357e-03 1.343656400000000e-03
1.638825400000000e-01 1.018562904000000e-01 8.514962464001338e-03 1.343662200000000e-03
1.650457700000000e-01 9.850688400000002e-02 8.171493913929469e-03 1.343644200000000e-03
1.662089800000000e-01 9.254479200000003e-02 7.998172868664919e-03 1.343644200000000e-03
1.673722000000000e-01 9.069486359999999e-02 8.002071582866388e-03 1.343632100000000e-03
1.685354100000000e-01 8.397710999999998e-02 7.874207340670793e-03 1.343632100000000e-03
1.696986300000000e-01 8.135078160000001e-02 7.833917990780493e-03 1.343619900000000e-03
1.708618400000000e-01 8.140130040000002e-02 7.551750161625031e-03 1.343619900000000e-03
1.720250500000000e-01 7.593139800000000e-02 7.589393951081909e-03 1.343619900000000e-03
1.731882700000000e-01 7.572809640000000e-02 7.585360135498490e-03 1.343613500000000e-03
1.743515000000000e-01 7.338271319999999e-02 7.504375881848010e-03 1.343619900000000e-03
1.755147100000000e-01 7.219612920000000e-02 7.421172263482158e-03 1.343595600000000e-03
1.766779300000000e-01 6.824569920000001e-02 7.321311827540906e-03 1.343595600000000e-03
1.778411400000000e-01 6.816230400000001e-02 7.271586456501728e-03 1.343583500000000e-03
1.790043600000000e-01 6.578854200000002e-02 7.167841402869126e-03 1.343583500000000e-03
1.801675700000000e-01 6.355670760000001e-02 6.903457417103367e-03 1.343571200000000e-03
1.813307900000000e-01 6.219834120000001e-02 6.922555613255536e-03 1.343576900000000e-03
1.824940100000000e-01 5.812350359999999e-02 6.982938165688902e-03 1.343571200000000e-03
1.836572300000000e-01 5.805201120000000e-02 6.880950535116120e-03 1.343559000000000e-03
1.848204400000000e-01 5.541559200000001e-02 6.681168772583753e-03 1.343559000000000e-03
1.859836600000000e-01 5.733237599999999e-02 6.782844456990745e-03 1.343546900000000e-03
1.871468700000000e-01 5.519510280000000e-02 6.722020166108062e-03 1.343546900000000e-03
1.883100900000000e-01 5.197704360000002e-02 6.625334438443748e-03 1.343546900000000e-03
1.894733000000000e-01 5.018559000000000e-02 6.540789786350683e-03 1.343546900000000e-03
1.906365200000000e-01 4.886647440000001e-02 6.416156637517245e-03 1.343540500000000e-03
1.917997400000000e-01 4.958187720000000e-02 6.506917476533126e-03 1.343522600000000e-03
1.929629600000000e-01 4.954985280000001e-02 6.333331241559588e-03 1.343522600000000e-03
1.941261700000000e-01 4.612838520000000e-02 6.429652139908063e-03 1.343522600000000e-03
1.952893900000000e-01 4.669432080000001e-02 6.189870817394549e-03 1.343510300000000e-03
1.964526000000000e-01 4.570301280000001e-02 6.086836181693984e-03 1.343510300000000e-03
1.976158200000000e-01 4.518525239999999e-02 6.275858433887085e-03 1.343498200000000e-03
1.987790300000000e-01 4.378988039999999e-02 6.072145950959435e-03 1.343486000000000e-03
1.999422500000000e-01 4.140896159999999e-02 5.979414148611461e-03 1.343479600000000e-03
